Студент,Группа,Дисциплина,Семестр,Учебный год,Оценка,Специальность,Форма обучения,Квалификация,Статус
2F4D3459532B693274563864434F5350384764466D413D3D,396E64757670316E30464232454846514378424652413D3D,Планирование и обработка экспериментальных данных,8,2018/2019,2,21.03.01 Нефтегазовое дело,Заочная,Бакалавр,Отчисленный
2F4D68724F2B384B696E7A644474627577496B3562773D3D,6B6372347576646F70637761616663364A75467A33513D3D,Прочность оборудования газонефтепроводов и хранилищ,3,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
2F4D6E4832417A445970346F4432786C2B696A4D74773D3D,7139776B6375354B7170556F565839756B54515634413D3D,Технология и оборудование контактной сварки,3,2016/2017,4,15.04.01 Машиностроение,Очная,Магистр,Отчисленный
2F513643757975334C47716A337255755771336530513D3D,4171384871346F6E677368354367466675524C3264773D3D,Акустические методы контроля,7,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
2F513643757975334C47716A337255755771336530513D3D,4171384871346F6E677368354367466675524C3264773D3D,Детали приборов и основы конструирования,5,2017/2018,4,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
2F513643757975334C47716A337255755771336530513D3D,4171384871346F6E677368354367466675524C3264773D3D,"Магнитный, электрический, вихретоковый контроль",8,2018/2019,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
2F513643757975334C47716A337255755771336530513D3D,4171384871346F6E677368354367466675524C3264773D3D,Механика 2.2,4,2016/2017,2,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
2F513643757975334C47716A337255755771336530513D3D,4171384871346F6E677368354367466675524C3264773D3D,Радиационные методы контроля,8,2018/2019,4,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
2F513643757975334C47716A337255755771336530513D3D,4171384871346F6E677368354367466675524C3264773D3D,Физические основы получения информации,5,2017/2018,4,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
2F513643757975334C47716A337255755771336530513D3D,4171384871346F6E677368354367466675524C3264773D3D,Экономика 2.5,6,2017/2018,3,12.03.01 Приборостроение,Очная,Бакалавр,Отчисленный
2F514E615271356272574336566D2B4D57696D302F413D3D,352B474D743959794F685933367932433872303251673D3D,Нефтегазоносные провинции России,2,2015/2016,2,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
2F514E615271356272574336566D2B4D57696D302F413D3D,352B474D743959794F685933367932433872303251673D3D,Петрофизика нефтяного пласта и физико-химические свойства пластовых флюидов,2,2015/2016,2,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
2F514E615271356272574336566D2B4D57696D302F413D3D,352B474D743959794F685933367932433872303251673D3D,Подземная гидродинамика и интерпретация результатов испытания скважин,4,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
2F514E615271356272574336566D2B4D57696D302F413D3D,352B474D743959794F685933367932433872303251673D3D,Прикладная сейсморазведка месторождений нефти и газа,1,2015/2016,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
2F514E615271356272574336566D2B4D57696D302F413D3D,352B474D743959794F685933367932433872303251673D3D,Техника и технология добычи нефти и газа в осложненных условиях,4,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
2F514E615271356272574336566D2B4D57696D302F413D3D,352B474D743959794F685933367932433872303251673D3D,Экономика и управление нефтегазовым производством. Технико-экономический анализ,4,2016/2017,4,21.04.01 Нефтегазовое дело,Очная,Магистр,Отчисленный
2F5178485031716C6743704F64665147365A4C4768773D3D,696474752B714A68505A483864467339554E4B2F47673D3D,Математическое обеспечение средств измерения и контроля,3,2016/2017,4,12.04.01 Приборостроение,Очная,Магистр,Отчисленный
2F5178485031716C6743704F64665147365A4C4768773D3D,696474752B714A68505A483864467339554E4B2F47673D3D,Методы и средства обработки измерительных сигналов,2,2015/2016,4,12.04.01 Приборостроение,Очная,Магистр,Отчисленный
2F5178485031716C6743704F64665147365A4C4768773D3D,696474752B714A68505A483864467339554E4B2F47673D3D,Проектирование микропроцессорных средств измерений,3,2016/2017,4,12.04.01 Приборостроение,Очная,Магистр,Отчисленный
2F61586C54426B4D69527059494161694F6E33794E673D3D,38456458586E426B55636F4F32524C505052486175673D3D,Планирование и обработка экспериментальных данных,6,2017/2018,2,21.03.01 Нефтегазовое дело,Очная,Бакалавр,Отчисленный
2F637A39467272743061454F484C53794268545142413D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Экономика предприятия,6,2014/2015,4,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
2F637A39467272743061454F484C53794268545142413D3D,7576356A72412B4C466A325970656B624F68787A66413D3D,Ядерные реакторы,8,2016/2017,2,14.05.04 Электроника и автоматика физических установок,Очная,Специалист,Отчисленный
2F642F6534634F55516434675636416B7576323352773D3D,754A774874466B6730476D4837465035312F653763413D3D,Экономика 2.4,7,2018/2019,3,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
2F642F6534634F55516434675636416B7576323352773D3D,754A774874466B6730476D4837465035312F653763413D3D,Электрические машины,5,2017/2018,4,13.03.02 Электроэнергетика и электротехника,Заочная,Бакалавр,Отчисленный
2F64317830344A576670307244394A347945676352413D3D,6865424349763458464F4E35777759655A526B364E513D3D,"Геология, поиски и разведка месторождений углеводородов",9,2019/2020,2,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
2F64317830344A576670307244394A347945676352413D3D,6865424349763458464F4E35777759655A526B364E513D3D,Комплексная интерпретация геофизических данных,9,2019/2020,2,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
2F64317830344A576670307244394A347945676352413D3D,6865424349763458464F4E35777759655A526B364E513D3D,Начертательная геометрия и инженерная графика 1.4,2,2015/2016,4,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
2F64317830344A576670307244394A347945676352413D3D,6865424349763458464F4E35777759655A526B364E513D3D,Экономика 2.1,5,2017/2018,4,21.05.03 Технология геологической разведки,Очная,Специалист,Отчисленный
2F64386641542F487258557A324348633073756871673D3D,754D754434546C3174427455335765744970684E67773D3D,Компьютерные технологии в дизайне,3,2016/2017,3,54.04.01 Дизайн,Очная,Магистр,Отчисленный
